"id","title","description","imageUrl","artist","year","category","tags","userId","galleryId","exhibitionId","createdAt"
"cmpp799rn000htcb8mjh8vh4n","Water Lilies","Dio čuvene Monetove serije inspirisane lokvanjima iz njegovog vrta u Živerniju. Mekani potezi četkicom i refleksije vode stvaraju mirnu, gotovo meditativnu atmosferu karakterističnu za impresionizam.","https://upload.wikimedia.org/wikipedia/commons/9/93/Claude_Monet_Seerosen_um_1915_Neue_Pinakothek-4.jpg","Claude Monet",1926,"Impressionism","{calm,nature,water,peaceful,impressionism,light}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rn000itcb8ho4vse3b","The Sleeping Gypsy","Snovita scena koja prikazuje usnulu ženu u pustinji dok joj se približava lav. Rousseau kombinuje jednostavne forme, intenzivne boje i nestvarnu atmosferu kako bi stvorio osjećaj misterije i tihe napetosti.","https://upload.wikimedia.org/wikipedia/commons/0/06/La_Boh%C3%A9mienne_endormie.jpg","Henri Rousseau",1897,"Naive Art","{dreamlike,calm,desert,surreal,stillness,mysterious}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rn000jtcb8stu567ju","Mona Lisa","Remek-djelo renesanse, slika čuvena po svom ''zagonetnom osmjehu'', koji je rezultat Leonardove majstorske tehnike sfumato. Fascinantno je da se čini da njene oči prate posmatrača iz bilo kog ugla, što portretu daje iluziju žive komunikacije.","https://upload.wikimedia.org/wikipedia/commons/f/f9/Mona_Lisa%2C_by_Leonardo_da_Vinci%2C_from_C2RMF_natural_color.jpg","Leonardo da Vinci",1506,"Renaissance","{calm,mysterious,portrait,renaissance,subtle-emotion}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799ro000ktcb8cm58a2lx","Luncheon of the Boating Party","Jedno od najpoznatijih djela impresionizma koje prikazuje grupu prijatelja okupljenih na terasi restorana uz rijeku Senu. Renoir koristi tople boje i prirodno svjetlo kako bi dočarao atmosferu druženja i bezbrižnosti.","https://upload.wikimedia.org/wikipedia/commons/8/8d/Pierre-Auguste_Renoir_-_Luncheon_of_the_Boating_Party_-_Google_Art_Project.jpg","Pierre-Auguste Renoir",1881,"Impressionism","{joy,social,leisure,impressionism,light,friendship}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799ro000ltcb84s8lmsub","The Third of May 1808","Dramatična istorijska slika koja prikazuje pogubljenje španskih pobunjenika tokom Napoleonove okupacije. Goya snažno prikazuje strah, nasilje i ljudsku patnju kroz kontrast svjetla i tame.","https://upload.wikimedia.org/wikipedia/commons/3/3f/Francisco_de_Goya_y_Lucientes_-_Los_fusilamientos_del_tres_de_mayo_-_1814.jpg","Francisco Goya",1814,"Romanticism","{war,execution,horror,dramatic,romanticism,historical}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799ro000mtcb8o00hq5h6","A Bar at the Folies-Bergère","Poznata slika pariškog noćnog života koja prikazuje konobaricu iza šanka prepunog pića i refleksija. Manet koristi ogledalo i perspektivu kako bi stvorio osjećaj urbanog modernog života i distance među ljudima.","https://upload.wikimedia.org/wikipedia/commons/1/13/Un_bar_aux_Folies-Berg%C3%A8re_d%27E._Manet_%28Fondation_Vuitton%2C_Paris%29_%2833539037428%29.jpg","Édouard Manet",1882,"Impressionism","{urban,loneliness,bar,realism,modern-life,reflection}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rp000ntcb8oqyaky0z","Composition VIII","Apstraktno djelo ispunjeno geometrijskim oblicima, linijama i bojama koje stvaraju ritam i osjećaj pokreta. Kandinsky je vjerovao da boje i forme mogu izazvati emocije slično kao muzika.","https://upload.wikimedia.org/wikipedia/commons/8/80/Kandinsky_-_Composition_8%2C_July_1923.jpg","Wassily Kandinsky",1923,"Abstract","{abstract,geometric,color,modern,non-figurative,dynamic}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rp000otcb81dg33z8r","I and the Village","Fantastična i simbolična scena inspirisana umjetnikovim djetinjstvom i folklorom istočne Evrope. Chagall kombinuje ljude, životinje i lebdeće figure u snovitom, gotovo bajkovitom prostoru.","https://upload.wikimedia.org/wikipedia/en/e/e7/Chagall_IandTheVillage.jpg","Marc Chagall",1911,"Modernism","{dreamlike,memory,symbolic,folk,surreal,colorful}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rq000ptcb8ejxnda8l","Bride of the Wind","Ekspresionistička slika puna snažnih emocija i dramatičnih poteza četkicom. Djelo prikazuje umjetnika i njegovu ljubavnicu u turbulentnom zagrljaju, simbolizujući strast i emocionalnu nestabilnost.","https://upload.wikimedia.org/wikipedia/en/8/8c/%27Bride_of_the_Wind%27%2C_oil_on_canvas_painting_by_Oskar_Kokoschka%2C_a_self-portrait_expressing_his_unrequited_love_for_Alma_Mahler_%28widow_of_composer_Gustav_Mahler%29%2C_1913.jpg","Oskar Kokoschka",1914,"Expressionism","{love,turbulent,expressionism,emotional,chaos,relationship}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rq000qtcb82da616w4","The Two Fridas","Jedno od najpoznatijih djela Fride Kahlo koje prikazuje dvije verzije umjetnice povezane krvnim sudovima. Slika simbolizuje njen unutrašnji konflikt, emocionalnu bol i podijeljeni identitet između evropskog i meksičkog nasljeđa.","https://upload.wikimedia.org/wikipedia/en/f/f9/The_Two_Fridas.jpg","Frida Kahlo",1939,"Modernism","{identity,pain,emotional,surreal,dual-self,symbolic}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rq000rtcb8epfls2h2","The Calling of Saint Matthew","Barokno remek-djelo poznato po dramatičnoj upotrebi svjetla i sjene. Caravaggio prikazuje trenutak kada Isus poziva Mateja, dok snažan kontrast osvjetljenja usmjerava pažnju na emocionalnu napetost scene.","https://upload.wikimedia.org/wikipedia/commons/5/59/Caravaggio_%E2%80%94_The_Calling_of_Saint_Matthew.jpg","Caravaggio",1600,"Baroque","{religious,light,dramatic,baroque,spiritual,moment}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rr000stcb8eyo76sck","A Sunday Afternoon on the Island of La Grande Jatte","Ikonično djelo poentilizma sastavljeno od hiljada sitnih tačaka boje koje iz daljine formiraju detaljnu scenu ljudi u parku. Seurat je koristio naučni pristup bojama i svjetlosti kako bi postigao jedinstven vizuelni efekat.","https://upload.wikimedia.org/wikipedia/commons/7/7d/A_Sunday_on_La_Grande_Jatte%2C_Georges_Seurat%2C_1884.jpg","Georges Seurat",1886,"Post-Impressionism","{leisure,park,social,pointillism,calm,color}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rr000ttcb801niqrq4","The Arnolfini Portrait","Detaljan portret bogatog trgovačkog para poznat po izuzetnoj preciznosti i simbolici skrivenoj u svakodnevnim predmetima. Ogledalo u pozadini i način prikaza svjetlosti smatraju se revolucionarnim za svoje vrijeme.","https://upload.wikimedia.org/wikipedia/commons/3/33/Van_Eyck_-_Arnolfini_Portrait.jpg","Jan van Eyck",1434,"Early Renaissance","{symbolic,marriage,wealth,detail,renaissance,formal}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rr000utcb8w1935cxv","Nighthawks","Atmosferična scena kasnonoćnog restorana koja prikazuje osjećaj usamljenosti i otuđenosti modernog urbanog života. Hopper koristi svjetlo i tišinu prostora kako bi stvorio snažan emotivni utisak.","https://upload.wikimedia.org/wikipedia/commons/a/a8/Nighthawks_by_Edward_Hopper_1942.jpg","Edward Hopper",1942,"Modernism","{lonely,urban,night,isolation,modern-life,quiet}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rs000vtcb8s7h61glm","The Hay Wain","Idiličan prikaz engleskog sela i prirode, poznat po realističnom prikazu svjetlosti, oblaka i pejzaža. Constable je kroz jednostavne svakodnevne scene slavio ljepotu ruralnog života.","https://upload.wikimedia.org/wikipedia/commons/5/5e/John_Constable_-_The_Hay_Wain_%281821%29.jpg","John Constable",1821,"Romanticism","{tranquility,peaceful,serenity,pastoral,romanticism,nostalgia}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rs000wtcb8dfl6ap48","Christina’s World","Dirljiva scena žene koja leži u travi i posmatra udaljenu kuću. Slika odiše osjećajem čežnje, izolacije i tihe emocionalne napetosti.","https://upload.wikimedia.org/wikipedia/tr/a/a2/Christinasworld.jpg","Andrew Wyeth",1948,"Modern Realism","{lonely,isolation,field,melancholy,minimal,distance}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rs000xtcb80jbmt0h1","Dance at Le moulin de la Galette","Živopisna impresionistička scena plesnog okupljanja u Parizu. Renoir koristi svjetlost i pokret kako bi dočarao energiju i radost društvenog života.","https://upload.wikimedia.org/wikipedia/commons/6/68/Auguste_Renoir_-_Dance_at_Le_Moulin_de_la_Galette_-_Google_Art_ProjectFXD.jpg","Pierre-Auguste Renoir",1876,"Impressionism","{joyful,social,party,light,impressionism,movement}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rt000ytcb8exsyeh7u","Wanderer above the Sea of Fog","Romantičarsko djelo koje prikazuje usamljenog čovjeka kako posmatra magloviti pejzaž sa vrha planine. Slika simbolizuje introspekciju, prirodu i ljudsku potragu za smislom.","https://upload.wikimedia.org/wikipedia/commons/b/b9/Caspar_David_Friedrich_-_Wanderer_above_the_sea_of_fog.jpg","Caspar David Friedrich",1818,"Romanticism","{lonely,contemplation,nature,fog,mystical,romantic}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rt000ztcb8trqo2kr7","The Swing","Razigrana rokoko scena prepuna pokreta, svjetlosti i koketiranja. Bogati detalji i vedra atmosfera čine ovo djelo simbolom francuske aristokratske umjetnosti 18. vijeka.","https://upload.wikimedia.org/wikipedia/commons/e/eb/Fragonard%2C_The_Swing.jpg","Jean-Honoré Fragonard",1767,"Rococo","{playful,romantic,rococo,luxury,light,leisure}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rt0010tcb80bqu5p66","Whistler’s Mother","Minimalistički portret umjetnikove majke poznat po jednostavnoj kompoziciji i mirnoj atmosferi. Djelo se smatra simbolom dostojanstva, smirenosti i porodične intimnosti.","https://upload.wikimedia.org/wikipedia/commons/1/1b/Whistlers_Mother_high_res.jpg","James McNeill Whistler",1871,"Realism","{portrait,minimal,calm,monochrome,realism,quiet}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799ru0011tcb85akphm9y","Saturn Devouring His Son","Mračno i uznemirujuće djelo iz Goyine serije „Crne slike“, inspirisano grčkim mitom o Saturnu koji proždire sopstveno dijete. Slika prikazuje strah, ludilo i destruktivnu prirodu moći.","https://upload.wikimedia.org/wikipedia/commons/8/82/Francisco_de_Goya%2C_Saturno_devorando_a_su_hijo_%281819-1823%29.jpg","Francisco Goya",1819,"Romanticism","{horror,dark,violent,fear,mythology,intense}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799ru0012tcb8nb8k66cd","The Card Players","Postimpresionistička scena koja prikazuje seljake zadubljene u partiju karata. Cézanne koristi jednostavne oblike i stabilnu kompoziciju kako bi istražio strukturu prostora i forme.","https://upload.wikimedia.org/wikipedia/commons/3/3d/Paul_C%C3%A9zanne%2C_Les_joueurs_de_carte_%281892-95%29.jpg","Paul Cézanne",1895,"Post-Impressionism","{calm,focus,simple-life,post-impressionism,quiet,everyday}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799ru0013tcb8l6s07c7r","Judith Beheading Holofernes","Dramatično barokno djelo koje prikazuje biblijsku heroinu Juditu u trenutku ubistva Holoferna. Artemisia snažno prikazuje emocije, pokret i brutalnost scene kroz intenzivan kontrast svjetla i tame.","https://upload.wikimedia.org/wikipedia/commons/5/50/Artemisia_Gentileschi_-_Giuditta_decapita_Oloferne_-_Google_Art_Project-Adjust.jpg","Artemisia Gentileschi",1620,"Baroque","{violence,dramatic,strong-woman,baroque,power,intense}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rv0014tcb88n8gz2br","The Fighting Temeraire","Poetičan prikaz starog ratnog broda koji se odvodi na rastavljanje pri zalasku sunca. Turner koristi svjetlost i boje kako bi simbolično prikazao kraj jedne epohe.","https://upload.wikimedia.org/wikipedia/commons/3/30/The_Fighting_Temeraire%2C_JMW_Turner%2C_National_Gallery.jpg","J. M. W. Turner",1839,"Romanticism","{nostalgia,sunset,ship,melancholy,romanticism,end}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rv0015tcb8wi27966j","Café Terrace at Night","Topla noćna scena kafića pod zvjezdanim nebom, jedna od prvih Van Goghovih slika sa izraženim noćnim ambijentom. Kontrast žutog svjetla i tamnoplavog neba stvara osjećaj intime i živosti.","https://upload.wikimedia.org/wikipedia/commons/b/b0/Vincent_van_Gogh_%281853-1890%29_Caf%C3%A9terras_bij_nacht_%28place_du_Forum%29_Kr%C3%B6ller-M%C3%BCller_Museum_Otterlo_23-8-2016_13-35-40.JPG","Vincent van Gogh",1888,"Post-Impressionism","{night,warm-light,romantic,urban,calm,atmosphere}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rw0016tcb82ydec2i4","The Raft of the Medusa","Monumentalna romantičarska slika inspirisana stvarnim brodolomom francuskog broda. Djelo prikazuje očaj, borbu za preživljavanje i snažne emocije kroz dramatičnu kompoziciju i pokret.","https://upload.wikimedia.org/wikipedia/commons/1/15/JEAN_LOUIS_TH%C3%89ODORE_G%C3%89RICAULT_-_La_Balsa_de_la_Medusa_%28Museo_del_Louvre%2C_1818-19%29.jpg","Théodore Géricault",1819,"Romanticism","{survival,drama,despair,sea,romanticism,chaos}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rw0017tcb8n6rlnbop","Olympia","Kontroverzno djelo koje prikazuje golu ženu koja direktno posmatra posmatrača, izazivajući tadašnje društvene norme. Manet je ovim djelom otvorio put modernoj umjetnosti.","https://upload.wikimedia.org/wikipedia/commons/5/5c/Edouard_Manet_-_Olympia_-_Google_Art_Project_3.jpg","Édouard Manet",1863,"Realism","{provocative,portrait,realism,controversial,direct,bold}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rw0018tcb8qrfg0vwt","The Dance","Ekspresivna kompozicija pet figura koje plešu u krugu, simbolizujući slobodu, ritam i životnu energiju. Matisse koristi pojednostavljene forme i snažne boje kako bi naglasio emociju pokreta.","https://upload.wikimedia.org/wikipedia/commons/2/2e/La_danse_%28I%29_by_Matisse.jpg","Henri Matisse",1910,"Modernism","{movement,joyful,abstract,energy,modernism,color}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rw0019tcb88dczzoyp","Impression, Sunrise","Slika po kojoj je impresionizam dobio ime. Monet kroz brze poteze četkicom i atmosferu jutarnje magle prikazuje izlazak sunca iznad luke Havr.","https://upload.wikimedia.org/wikipedia/commons/5/59/Monet_-_Impression%2C_Sunrise.jpg","Claude Monet",1872,"Impressionism","{calm,sunrise,water,soft-light,impressionism,peaceful}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rx001atcb8wtb7028l","The Death of Marat","Neoklasicistička slika koja prikazuje revolucionara Marata neposredno nakon atentata. Jednostavna kompozicija i dramatična atmosfera pretvaraju politički događaj u gotovo religioznu scenu.","https://upload.wikimedia.org/wikipedia/commons/f/f8/Jacques-Louis_David_-_Marat_assassinated_-_Google_Art_Project_2.jpg","Jacques-Louis David",1793,"Neoclassicism","{political,death,dramatic,historical,neoclassical,serious}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rx001btcb8233rhc72","The Red Vineyard","Jedina Van Goghova slika za koju se vjeruje da je prodata za njegovog života. Intenzivne crvene i zlatne boje stvaraju snažan emotivni utisak pejzaža vinograda pri zalasku sunca.","https://upload.wikimedia.org/wikipedia/commons/1/11/Vincent_van_Gogh_-_Red_Vineyard_at_Arles_%281888%29.jpg","Vincent van Gogh",1888,"Post-Impressionism","{warm,nature,sunset,post-impressionism,vibrant,movement}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799rx001ctcb8qci0schk","The Sleeping Venus","Jedno od prvih velikih renesansnih djela koje prikazuje nago žensko tijelo u pejzažu. Harmonija figure i prirode simbolizuje ideal ljepote i smirenosti.","https://upload.wikimedia.org/wikipedia/commons/8/86/Giorgione_-_Sleeping_Venus_-_Google_Art_Project_2.jpg","Giorgione",1510,"Renaissance","{calm,sleep,mythology,beauty,renaissance,soft}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799ry001dtcb8emejyf4d","The Treachery of Images","Poznata nadrealistička slika lule ispod koje piše „Ovo nije lula“. Magritte istražuje odnos između slike, jezika i stvarnosti, dovodeći u pitanje način na koji doživljavamo objekte.","https://upload.wikimedia.org/wikipedia/en/b/b9/MagrittePipe.jpg","René Magritte",1929,"Surrealism","{conceptual,illusion,surreal,idea,philosophy,minimal}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
"cmpp799ry001etcb8qojd534g","The Storm on the Sea of Galilee","Dramatična scena oluje na moru inspirisana biblijskom pričom o Isusu i apostolima. Rembrandt koristi snažne kontraste svjetlosti i pokreta kako bi pojačao osjećaj haosa i straha.","https://upload.wikimedia.org/wikipedia/commons/f/f3/Rembrandt_Christ_in_the_Storm_on_the_Lake_of_Galilee.jpg","Rembrandt",1633,"Baroque","{storm,sea,dramatic,religious,chaos,baroque}","cmpp4juls0000tczst2one5io",NULL,NULL,"2026-05-28 07:56:52.775"
